3,-3666.728058
3,-3540.195577
3,-3530.683694
3,-3795.159103
3,-3786.434393
3,-3924.744401
3,-3754.197333
3,-3743.993177
3,-3868.411224
3,-3796.840413
3,-3595.562020
3,-3698.148289
3,-3836.457503
3,-3858.820572
3,-3792.682633
3,-3739.810676
3,-3604.734498
3,-3881.073977
3,-3775.954469
3,-3688.217229
3,-3790.166305
3,-3715.852076
3,-3737.041536
3,-3689.746329
3,-3814.075297
3,-3770.366981
3,-3674.281637
3,-3886.411653
3,-3744.401310
3,-3671.960645
3,-3849.459396
3,-3699.429615
3,-3681.649127
3,-3742.109069
3,-3647.978371
3,-3566.776307
3,-3636.328889
3,-3753.117942
3,-3619.881096
3,-3648.917144
3,-3549.039903
3,-3727.034700
3,-3685.846716
3,-3766.597134
3,-3640.484344
3,-3627.442806
3,-3585.516953
3,-3561.180240
3,-3653.648435
3,-3679.619275
